Datum;Kontobezeichnung;Nummer;Beschreibung;Bemerkung;Buchungstext;Kategorie;Kontoart;Aktion;Abgleichen;Nach m. Währung;Von m. Währung;Nach numerisch;Von numerisch;Nach Kurs;Von Kurs
29.09.2018;Lebensmittel;;Markt;;;Bargeld;T;;N;12,00 €;;12,00;;;
;;;;;;Lebensmittel;S;;N;12,00 €;;12,00;;1,00;
;;;;;;Bargeld;S;;N;;-12,00 €;;-12,00;;1,00
29.09.2018;Lebensmittel;;Bäcker;;;Bargeld;T;;N;6,00 €;;6,00;;;
;;;;;;Lebensmittel;S;;N;6,00 €;;6,00;;1,00;
;;;;;;Bargeld;S;;N;;-6,00 €;;-6,00;;1,00
29.09.2018;Lebensmittel;;Edeka;;;Bargeld;T;;N;4,00 €;;4,00;;;
;;;;;;Lebensmittel;S;;N;4,00 €;;4,00;;1,00;
;;;;;;Bargeld;S;;N;;-4,00 €;;-4,00;;1,00
12.07.2016;Luxus;;Karstadt;;;Girokonto;T;;N;32,95 €;;32,95;;;
;;;;;;Luxus;S;;N;32,95 €;;32,95;;1,00;
;;;;;;Girokonto;S;;N;;-32,95 €;;-32,95;;1,00
18.04.2017;Luxus;;Friseur;;;Bargeld;T;;N;15,00 €;;15,00;;;
;;;;;;Luxus;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Bargeld;S;;N;;-15,00 €;;-15,00;;1,00
30.10.2017;Luxus;;Friseur;;;Bargeld;T;;N;16,00 €;;16,00;;;
;;;;;;Luxus;S;;N;16,00 €;;16,00;;1,00;
;;;;;;Bargeld;S;;N;;-16,00 €;;-16,00;;1,00
12.03.2018;Luxus;;Whiskey;;;Girokonto;T;;N;39,00 €;;39,00;;;
;;;;;;Luxus;S;;N;39,00 €;;39,00;;1,00;
;;;;;;Girokonto;S;;N;;-39,00 €;;-39,00;;1,00
26.06.2015;Medikamente;;Apotheke;;;Girokonto;T;;N;13,89 €;;13,89;;;
;;;;;;Medikamente;S;;N;13,89 €;;13,89;;1,00;
;;;;;;Girokonto;S;;N;;-13,89 €;;-13,89;;1,00
01.04.2016;Medikamente;;Medis;;;Girokonto;T;;N;18,92 €;;18,92;;;
;;;;;;Medikamente;S;;N;18,92 €;;18,92;;1,00;
;;;;;;Girokonto;S;;N;;-18,92 €;;-18,92;;1,00
01.11.2017;Medikamente;;Otowaxol;;;Girokonto;T;;N;12,95 €;;12,95;;;
;;;;;;Medikamente;S;;N;12,95 €;;12,95;;1,00;
;;;;;;Girokonto;S;;N;;-12,95 €;;-12,95;;1,00
07.11.2017;Medikamente;;Schuler;;;Girokonto;T;;N;8,57 €;;8,57;;;
;;;;;;Medikamente;S;;N;8,57 €;;8,57;;1,00;
;;;;;;Girokonto;S;;N;;-8,57 €;;-8,57;;1,00
07.11.2017;Medikamente;;Urologe;;;Girokonto;T;;N;58,49 €;;58,49;;;
;;;;;;Medikamente;S;;N;58,49 €;;58,49;;1,00;
;;;;;;Girokonto;S;;N;;-58,49 €;;-58,49;;1,00
12.12.2017;Medikamente;;Apotheke;;;Girokonto;T;;N;9,90 €;;9,90;;;
;;;;;;Medikamente;S;;N;9,90 €;;9,90;;1,00;
;;;;;;Girokonto;S;;N;;-9,90 €;;-9,90;;1,00
30.04.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
29.05.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
30.06.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
28.07.2015;Bankgebühren;;Master Card;;;Girokonto;T;;N;25,00 €;;25,00;;;
;;;;;;Bankgebühren;S;;N;25,00 €;;25,00;;1,00;
;;;;;;Girokonto;S;;N;;-25,00 €;;-25,00;;1,00
31.07.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
31.08.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
30.09.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
30.10.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
20.11.2015;Bankgebühren;;Bank Card;;;Girokonto;T;;N;15,00 €;;15,00;;;
;;;;;;Bankgebühren;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Girokonto;S;;N;;-15,00 €;;-15,00;;1,00
30.11.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
30.12.2015;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
27.01.2016;Bankgebühren;;Master Card;;;Girokonto;T;;N;0,57 €;;0,57;;;
;;;;;;Bankgebühren;S;;N;0,57 €;;0,57;;1,00;
;;;;;;Girokonto;S;;N;;-0,57 €;;-0,57;;1,00
29.01.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
29.02.2016;Bankgebühren;;Bank Card;;;Girokonto;T;;N;0,57 €;;0,57;;;
;;;;;;Bankgebühren;S;;N;0,57 €;;0,57;;1,00;
;;;;;;Girokonto;S;;N;;-0,57 €;;-0,57;;1,00
29.02.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
31.03.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
29.04.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
31.05.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
30.06.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
27.07.2016;Bankgebühren;;Master Card;;;Girokonto;T;;N;25,00 €;;25,00;;;
;;;;;;Bankgebühren;S;;N;25,00 €;;25,00;;1,00;
;;;;;;Girokonto;S;;N;;-25,00 €;;-25,00;;1,00
29.07.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
31.08.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
30.09.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
26.10.2016;Bankgebühren;;Giro Karte;;;Girokonto;T;;N;15,00 €;;15,00;;;
;;;;;;Bankgebühren;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Girokonto;S;;N;;-15,00 €;;-15,00;;1,00
31.10.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;2,00 €;;2,00;;;
;;;;;;Bankgebühren;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Girokonto;S;;N;;-2,00 €;;-2,00;;1,00
30.11.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
30.12.2016;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
31.01.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
28.02.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
31.03.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
28.04.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
31.05.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
30.06.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
31.07.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
18.08.2017;Bankgebühren;;Bank Card;;;Girokonto;T;;N;15,00 €;;15,00;;;
;;;;;;Bankgebühren;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Girokonto;S;;N;;-15,00 €;;-15,00;;1,00
18.08.2017;Bankgebühren;;Kontoführung;;;Girokonto;T;;N;3,80 €;;3,80;;;
;;;;;;Bankgebühren;S;;N;3,80 €;;3,80;;1,00;
;;;;;;Girokonto;S;;N;;-3,80 €;;-3,80;;1,00
04.10.2017;Bankgebühren;;Paypal;;;Mastercard;T;;N;1,50 €;;1,50;;;
;;;;;;Bankgebühren;S;;N;1,50 €;;1,50;;1,00;
;;;;;;Mastercard;S;;N;;-1,50 €;;-1,50;;1,00
16.05.2015;Sonstiges;;Turm;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Sonstiges;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
15.09.2015;Sonstiges;;Div;;;Bargeld;T;;N;21,00 €;;21,00;;;
;;;;;;Sonstiges;S;;N;21,00 €;;21,00;;1,00;
;;;;;;Bargeld;S;;N;;-21,00 €;;-21,00;;1,00
04.12.2015;Sonstiges;;Div;;;Bargeld;T;;N;25,00 €;;25,00;;;
;;;;;;Sonstiges;S;;N;25,00 €;;25,00;;1,00;
;;;;;;Bargeld;S;;N;;-25,00 €;;-25,00;;1,00
07.02.2016;Sonstiges;;Sonstiges;;;Girokonto;T;;N;46,80 €;;46,80;;;
;;;;;;Sonstiges;S;;N;46,80 €;;46,80;;1,00;
;;;;;;Girokonto;S;;N;;-46,80 €;;-46,80;;1,00
18.10.2016;Sonstiges;;Ausweise;;;Girokonto;T;;N;111,80 €;;111,80;;;
;;;;;;Sonstiges;S;;N;111,80 €;;111,80;;1,00;
;;;;;;Girokonto;S;;N;;-111,80 €;;-111,80;;1,00
25.10.2016;Sonstiges;;Sonstiges;;;Girokonto;T;;N;31,40 €;;31,40;;;
;;;;;;Sonstiges;S;;N;31,40 €;;31,40;;1,00;
;;;;;;Girokonto;S;;N;;-31,40 €;;-31,40;;1,00
30.10.2016;Sonstiges;;Sonstiges;;;Girokonto;T;;N;90,34 €;;90,34;;;
;;;;;;Sonstiges;S;;N;90,34 €;;90,34;;1,00;
;;;;;;Girokonto;S;;N;;-90,34 €;;-90,34;;1,00
21.04.2017;Sonstiges;;Div;;;Bargeld;T;;N;6,37 €;;6,37;;;
;;;;;;Sonstiges;S;;N;6,37 €;;6,37;;1,00;
;;;;;;Bargeld;S;;N;;-6,37 €;;-6,37;;1,00
02.11.2017;Sonstiges;;Paypal;;;Girokonto;T;;N;7,99 €;;7,99;;;
;;;;;;Sonstiges;S;;N;7,99 €;;7,99;;1,00;
;;;;;;Girokonto;S;;N;;-7,99 €;;-7,99;;1,00
21.12.2015;Spenden;;Wiki Spende;;;Girokonto;T;;N;15,00 €;;15,00;;;
;;;;;;Spenden;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Girokonto;S;;N;;-15,00 €;;-15,00;;1,00
30.12.2015;Spenden;;Perlen;;;Girokonto;T;;N;10,00 €;;10,00;;;
;;;;;;Spenden;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Girokonto;S;;N;;-10,00 €;;-10,00;;1,00
22.12.2017;Sonstige;;Steuer;;;Mastercard;T;;N;0,05 €;;0,05;;;
;;;;;;Sonstige;S;;N;0,05 €;;0,05;;1,00;
;;;;;;Mastercard;S;;N;;-0,05 €;;-0,05;;1,00
22.01.2018;Sonstige;;Steuer;;;Mastercard;T;;N;0,05 €;;0,05;;;
;;;;;;Sonstige;S;;N;0,05 €;;0,05;;1,00;
;;;;;;Mastercard;S;;N;;-0,05 €;;-0,05;;1,00
22.02.2018;Sonstige;;Steuer;;;Mastercard;T;;N;0,05 €;;0,05;;;
;;;;;;Sonstige;S;;N;0,05 €;;0,05;;1,00;
;;;;;;Mastercard;S;;N;;-0,05 €;;-0,05;;1,00
22.03.2018;Sonstige;;Steuer;;;Mastercard;T;;N;0,05 €;;0,05;;;
;;;;;;Sonstige;S;;N;0,05 €;;0,05;;1,00;
;;;;;;Mastercard;S;;N;;-0,05 €;;-0,05;;1,00
17.09.2018;Fernsehen;;GEZ;;;Girokonto;T;;N;70,00 €;;70,00;;;
;;;;;;Fernsehen;S;;N;70,00 €;;70,00;;1,00;
;;;;;;Girokonto;S;;N;;-70,00 €;;-70,00;;1,00
28.05.2015;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
03.08.2015;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
24.08.2015;Handy;;Handyguthaben;;;Girokonto;T;;N;15,00 €;;15,00;;;
;;;;;;Handy;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Girokonto;S;;N;;-15,00 €;;-15,00;;1,00
14.10.2015;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
22.12.2015;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
23.03.2016;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
20.06.2016;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
23.08.2016;Handy;;Handyguthaben;;;Girokonto;T;;N;50,00 €;;50,00;;;
;;;;;;Handy;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Girokonto;S;;N;;-50,00 €;;-50,00;;1,00
22.11.2016;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
21.02.2017;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
24.04.2017;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
03.07.2017;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
07.08.2017;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
07.12.2017;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
27.12.2017;Handy;;Handyguthaben;;;Girokonto;T;;N;50,00 €;;50,00;;;
;;;;;;Handy;S;;N;50,00 €;;50,00;;1,00;
;;;;;;Girokonto;S;;N;;-50,00 €;;-50,00;;1,00
09.03.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;30,00 €;;30,00;;;
;;;;;;Handy;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Girokonto;S;;N;;-30,00 €;;-30,00;;1,00
27.03.2018;Handy;;Aldi-Talk;;;Girokonto;T;;N;12,99 €;;12,99;;;
;;;;;;Handy;S;;N;12,99 €;;12,99;;1,00;
;;;;;;Girokonto;S;;N;;-12,99 €;;-12,99;;1,00
03.04.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;15,00 €;;15,00;;;
;;;;;;Handy;S;;N;15,00 €;;15,00;;1,00;
;;;;;;Girokonto;S;;N;;-15,00 €;;-15,00;;1,00
10.04.2018;Handy;;Samsung S8;;;Girokonto;T;;N;505,50 €;;505,50;;;
;;;;;;Handy;S;;N;505,50 €;;505,50;;1,00;
;;;;;;Girokonto;S;;N;;-505,50 €;;-505,50;;1,00
19.04.2018;Handy;;SD-Karte;;;Girokonto;T;;N;44,83 €;;44,83;;;
;;;;;;Handy;S;;N;44,83 €;;44,83;;1,00;
;;;;;;Girokonto;S;;N;;-44,83 €;;-44,83;;1,00
27.07.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;10,00 €;;10,00;;;
;;;;;;Handy;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Girokonto;S;;N;;-10,00 €;;-10,00;;1,00
30.07.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;10,00 €;;10,00;;;
;;;;;;Handy;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Girokonto;S;;N;;-10,00 €;;-10,00;;1,00
06.08.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;10,00 €;;10,00;;;
;;;;;;Handy;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Girokonto;S;;N;;-10,00 €;;-10,00;;1,00
08.08.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;10,00 €;;10,00;;;
;;;;;;Handy;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Girokonto;S;;N;;-10,00 €;;-10,00;;1,00
13.08.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;10,00 €;;10,00;;;
;;;;;;Handy;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Girokonto;S;;N;;-10,00 €;;-10,00;;1,00
05.09.2018;Handy;;Handyguthaben;;;Girokonto;T;;N;10,00 €;;10,00;;;
;;;;;;Handy;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Girokonto;S;;N;;-10,00 €;;-10,00;;1,00
27.03.2018;Telefon;;Tinder;;;Girokonto;T;;N;99,99 €;;99,99;;;
;;;;;;Telefon;S;;N;99,99 €;;99,99;;1,00;
;;;;;;Girokonto;S;;N;;-99,99 €;;-99,99;;1,00
20.06.2018;Telefon;;1und1;;;Girokonto;T;;N;19,98 €;;19,98;;;
;;;;;;Telefon;S;;N;19,98 €;;19,98;;1,00;
;;;;;;Girokonto;S;;N;;-19,98 €;;-19,98;;1,00
21.06.2018;Telefon;;1und1;;;Girokonto;T;;N;14,50 €;;14,50;;;
;;;;;;Telefon;S;;N;14,50 €;;14,50;;1,00;
;;;;;;Girokonto;S;;N;;-14,50 €;;-14,50;;1,00
09.07.2018;Telefon;;1und1;;;Girokonto;T;;N;9,90 €;;9,90;;;
;;;;;;Telefon;S;;N;9,90 €;;9,90;;1,00;
;;;;;;Girokonto;S;;N;;-9,90 €;;-9,90;;1,00
09.07.2018;Telefon;;1und1;;;Girokonto;T;;N;-19,98 €;;-19,98;;;
;;;;;;Girokonto;S;;N;;19,98 €;;19,98;;1,00
;;;;;;Telefon;S;;N;-19,98 €;;-19,98;;1,00;
10.07.2018;Telefon;;Telefon;;;Girokonto;T;;N;24,99 €;;24,99;;;
;;;;;;Telefon;S;;N;24,99 €;;24,99;;1,00;
;;;;;;Girokonto;S;;N;;-24,99 €;;-24,99;;1,00
20.07.2018;Telefon;;1und1;;;Girokonto;T;;N;80,92 €;;80,92;;;
;;;;;;Telefon;S;;N;80,92 €;;80,92;;1,00;
;;;;;;Girokonto;S;;N;;-80,92 €;;-80,92;;1,00
02.08.2018;Telefon;;1und1;;;Girokonto;T;;N;-14,50 €;;-14,50;;;
;;;;;;Girokonto;S;;N;;14,50 €;;14,50;;1,00
;;;;;;Telefon;S;;N;-14,50 €;;-14,50;;1,00;
21.08.2018;Telefon;;1und1;;;Girokonto;T;;N;14,10 €;;14,10;;;
;;;;;;Telefon;S;;N;14,10 €;;14,10;;1,00;
;;;;;;Girokonto;S;;N;;-14,10 €;;-14,10;;1,00
20.09.2018;Telefon;;1und1;;;Girokonto;T;;N;18,38 €;;18,38;;;
;;;;;;Telefon;S;;N;18,38 €;;18,38;;1,00;
;;;;;;Girokonto;S;;N;;-18,38 €;;-18,38;;1,00
16.05.2015;Kneipe/Ausgehen;;Biertrinken;;;Bargeld;T;;N;16,00 €;;16,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;16,00 €;;16,00;;1,00;
;;;;;;Bargeld;S;;N;;-16,00 €;;-16,00;;1,00
18.06.2015;Kneipe/Ausgehen;;Exilkubaner;;;Bargeld;T;;N;17,00 €;;17,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;17,00 €;;17,00;;1,00;
;;;;;;Bargeld;S;;N;;-17,00 €;;-17,00;;1,00
27.06.2015;Kneipe/Ausgehen;;Biertrinken;;;Bargeld;T;;N;8,00 €;;8,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;8,00 €;;8,00;;1,00;
;;;;;;Bargeld;S;;N;;-8,00 €;;-8,00;;1,00
29.06.2015;Kneipe/Ausgehen;;Biertrinken;;;Bargeld;T;;N;8,00 €;;8,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;8,00 €;;8,00;;1,00;
;;;;;;Bargeld;S;;N;;-8,00 €;;-8,00;;1,00
09.07.2015;Kneipe/Ausgehen;;Exilkubaner;;;Bargeld;T;;N;24,00 €;;24,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;24,00 €;;24,00;;1,00;
;;;;;;Bargeld;S;;N;;-24,00 €;;-24,00;;1,00
29.07.2015;Kneipe/Ausgehen;;Exilkubaner;;;Bargeld;T;;N;11,00 €;;11,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;11,00 €;;11,00;;1,00;
;;;;;;Bargeld;S;;N;;-11,00 €;;-11,00;;1,00
29.10.2015;Kneipe/Ausgehen;;Exilkubaner;;;Bargeld;T;;N;13,00 €;;13,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;13,00 €;;13,00;;1,00;
;;;;;;Bargeld;S;;N;;-13,00 €;;-13,00;;1,00
16.11.2015;Kneipe/Ausgehen;;Filmpalast;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
28.11.2015;Kneipe/Ausgehen;;Berlin;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
11.01.2016;Kneipe/Ausgehen;;Kneipe;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
28.01.2016;Kneipe/Ausgehen;;Kneipe;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
30.01.2016;Kneipe/Ausgehen;;Exilkubaner;;;Bargeld;T;;N;13,00 €;;13,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;13,00 €;;13,00;;1,00;
;;;;;;Bargeld;S;;N;;-13,00 €;;-13,00;;1,00
04.02.2016;Kneipe/Ausgehen;;Koflers;;;Bargeld;T;;N;25,00 €;;25,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;25,00 €;;25,00;;1,00;
;;;;;;Bargeld;S;;N;;-25,00 €;;-25,00;;1,00
15.02.2016;Kneipe/Ausgehen;;Wolf;;;Bargeld;T;;N;18,00 €;;18,00;;;
;;;;;;Kneipe/Ausgehen;S;;N;18,00 €;;18,00;;1,00;
;;;;;;Bargeld;S;;N;;-18,00 €;;-18,00;;1,00
